customer_id,service_request_id,rating,feedback_comments,feedback_date
CUST00169,440,3,Installation completed on time.,2026-06-16 07:03:10
CUST00169,441,5,Frequent call drops.,2026-04-01 03:56:07
CUST00170,443,3,Excellent service.,2026-03-10 02:18:59
CUST00171,444,3,Customer support was helpful.,2026-05-08 02:27:41
CUST00171,445,4,Excellent service.,2026-05-29 06:08:22
CUST00172,446,5,Good network coverage.,2026-02-04 08:11:34
CUST00172,447,4,Customer support was helpful.,2025-08-15 21:28:06
CUST00174,450,4,Customer support was helpful.,2026-05-07 16:49:31
CUST00174,451,4,Need improvement in network quality.,2026-06-24 21:45:06
CUST00176,455,3,Excellent service.,2025-11-04 03:27:40
CUST00176,456,5,Need improvement in network quality.,2025-10-05 04:51:41
CUST00178,460,3,Need improvement in network quality.,2026-03-31 08:11:44
CUST00180,464,5,Customer support was helpful.,2026-01-17 01:53:53
CUST00180,465,4,Frequent call drops.,2026-03-15 16:09:47
CUST00180,466,3,Installation completed on time.,2024-08-30 20:42:09
CUST00181,468,4,Excellent service.,2026-06-28 23:26:44
CUST00181,469,3,Very satisfied with the service.,2025-02-06 15:56:05
CUST00182,471,3,Need improvement in network quality.,2026-05-23 22:38:40
CUST00182,472,4,Engineer was professional.,2026-05-31 01:48:16
CUST00183,474,4,Customer support was helpful.,2025-10-31 03:19:40
CUST00184,475,5,Engineer was professional.,2026-04-28 10:48:10
CUST00184,476,3,Good network coverage.,2024-11-18 02:18:44
CUST00185,477,5,Frequent call drops.,2026-04-16 22:32:10
CUST00186,478,4,Need improvement in network quality.,2026-06-27 17:17:28
CUST00187,480,5,Very satisfied with the service.,2024-12-03 17:06:01
CUST00187,481,3,Customer support was helpful.,2026-01-09 22:11:41
CUST00189,484,4,Billing issue resolved quickly.,2025-11-05 22:59:24
CUST00189,486,4,Engineer was professional.,2026-06-11 08:14:20
CUST00190,488,3,Frequent call drops.,2026-04-17 15:39:05
CUST00190,489,5,Very satisfied with the service.,2025-12-11 12:16:51
CUST00191,493,3,Frequent call drops.,2026-05-16 08:33:02
CUST00192,494,4,Good network coverage.,2025-07-23 13:46:50
CUST00192,495,4,Customer support was helpful.,2025-02-16 17:03:40
CUST00192,496,4,Good network coverage.,2026-05-15 05:58:13
CUST00192,497,3,Billing issue resolved quickly.,2026-02-11 17:01:52
CUST00193,499,5,Customer support was helpful.,2026-06-20 19:08:18
CUST00194,500,4,Customer support was helpful.,2025-09-16 14:33:54
CUST00194,501,5,Excellent service.,2026-02-26 02:26:39
CUST00195,502,3,Installation completed on time.,2025-08-09 10:05:47
CUST00196,505,5,Customer support was helpful.,2025-10-18 13:34:56
CUST00197,506,5,Billing issue resolved quickly.,2025-03-12 20:31:49
CUST00197,507,3,Installation completed on time.,2026-02-06 13:03:09
CUST00197,509,5,Excellent service.,2026-06-27 19:59:37
CUST00198,510,4,Billing issue resolved quickly.,2025-11-25 21:12:13
CUST00200,514,3,Excellent service.,2026-05-26 11:06:37
CUST00201,515,5,Good network coverage.,2026-05-22 03:22:06
CUST00201,516,4,Very satisfied with the service.,2026-04-14 05:32:10
CUST00201,517,4,Installation completed on time.,2026-06-07 00:21:14
CUST00202,519,4,Very satisfied with the service.,2026-06-08 04:31:49
CUST00203,521,5,Excellent service.,2026-04-06 18:44:47
CUST00204,523,3,Frequent call drops.,2025-05-23 02:21:07
CUST00205,526,4,Need improvement in network quality.,2026-04-23 21:42:02
CUST00205,527,5,Need improvement in network quality.,2026-02-25 05:50:46
CUST00205,528,3,Need improvement in network quality.,2026-05-02 10:31:23
CUST00205,529,4,Internet speed is satisfactory.,2026-06-02 04:29:46
CUST00207,533,3,Installation completed on time.,2026-06-23 11:09:32
CUST00207,534,4,Internet speed is satisfactory.,2026-06-11 09:33:06
CUST00208,536,5,Internet speed is satisfactory.,2025-08-28 09:44:01
CUST00208,537,3,Installation completed on time.,2026-06-29 03:14:20
CUST00209,538,3,Installation completed on time.,2025-05-24 01:31:38
CUST00209,539,5,Internet speed is satisfactory.,2026-01-29 01:58:46
CUST00211,541,4,Internet speed is satisfactory.,2026-04-29 23:12:06
CUST00211,542,3,Good network coverage.,2025-06-25 23:40:25
CUST00211,543,3,Installation completed on time.,2026-06-05 22:01:27
CUST00212,544,3,Billing issue resolved quickly.,2026-06-12 07:43:25
CUST00214,546,4,Frequent call drops.,2025-01-17 10:42:49
CUST00214,548,5,Internet speed is satisfactory.,2025-09-06 23:02:23
CUST00215,550,4,Excellent service.,2025-09-28 13:03:12
CUST00215,551,5,Internet speed is satisfactory.,2024-08-17 13:09:57
CUST00215,552,5,Internet speed is satisfactory.,2025-12-22 22:09:32
CUST00216,556,4,Need improvement in network quality.,2026-06-27 17:42:31
CUST00217,557,4,Billing issue resolved quickly.,2025-09-11 13:33:10
CUST00217,558,3,Very satisfied with the service.,2026-04-01 21:52:41
CUST00217,559,3,Internet speed is satisfactory.,2026-06-12 07:36:46
CUST00218,561,4,Billing issue resolved quickly.,2026-04-20 18:05:21
CUST00218,563,4,Installation completed on time.,2026-04-27 23:58:39
CUST00219,566,5,Need improvement in network quality.,2025-04-01 18:45:10
CUST00220,570,5,Very satisfied with the service.,2026-03-23 22:21:03
CUST00221,571,4,Engineer was professional.,2025-07-30 09:43:59
CUST00222,576,4,Good network coverage.,2025-10-05 10:52:30
CUST00223,578,3,Internet speed is satisfactory.,2026-02-12 14:35:01
CUST00223,579,5,Very satisfied with the service.,2025-10-21 06:00:33
CUST00224,580,3,Engineer was professional.,2025-06-04 01:39:43
CUST00224,581,4,Need improvement in network quality.,2025-12-15 15:51:42
CUST00225,583,4,Very satisfied with the service.,2026-03-31 11:37:32
CUST00226,584,3,Customer support was helpful.,2025-03-22 16:50:22
CUST00228,587,3,Very satisfied with the service.,2026-01-30 07:30:39
CUST00230,593,3,Customer support was helpful.,2026-02-16 11:40:53
CUST00233,599,4,Engineer was professional.,2026-06-03 08:16:33
CUST00236,605,5,Installation completed on time.,2026-05-22 18:57:30
CUST00237,608,4,Frequent call drops.,2025-10-30 22:09:28
CUST00237,609,3,Frequent call drops.,2025-07-20 14:35:57
CUST00238,613,4,Very satisfied with the service.,2026-05-16 22:50:09
CUST00238,614,3,Good network coverage.,2026-04-25 22:45:25
CUST00238,615,4,Engineer was professional.,2025-11-13 19:17:32
CUST00239,616,3,Good network coverage.,2026-06-15 15:29:03
CUST00239,617,3,Frequent call drops.,2026-06-21 17:36:23
CUST00239,618,4,Customer support was helpful.,2026-04-02 11:22:05
CUST00240,620,3,Need improvement in network quality.,2025-10-27 15:09:31
CUST00240,621,4,Engineer was professional.,2026-03-21 01:41:02
CUST00241,626,4,Very satisfied with the service.,2026-03-12 06:25:45
CUST00242,627,3,Frequent call drops.,2026-01-21 14:49:34
CUST00242,628,5,Very satisfied with the service.,2026-06-20 22:34:45
CUST00242,629,3,Very satisfied with the service.,2025-10-24 15:32:43
CUST00244,632,4,Good network coverage.,2026-05-10 17:25:51
CUST00244,633,5,Good network coverage.,2026-02-18 11:08:32
CUST00244,634,3,Very satisfied with the service.,2026-05-15 18:55:13
CUST00247,637,5,Installation completed on time.,2026-01-09 13:11:50
CUST00250,643,4,Engineer was professional.,2026-02-17 00:54:36
CUST00252,646,4,Frequent call drops.,2025-04-18 15:01:54
CUST00252,647,4,Good network coverage.,2025-02-24 19:55:33
CUST00252,648,4,Need improvement in network quality.,2026-06-22 18:41:34
CUST00253,651,3,Need improvement in network quality.,2025-11-13 06:33:12
CUST00254,653,4,Good network coverage.,2026-05-24 01:25:37
CUST00256,657,3,Very satisfied with the service.,2026-05-10 15:53:02
CUST00256,658,4,Good network coverage.,2026-06-07 03:12:22
CUST00257,661,4,Billing issue resolved quickly.,2026-05-30 02:35:09
CUST00257,662,5,Engineer was professional.,2025-12-31 00:01:48
CUST00258,664,3,Very satisfied with the service.,2026-05-19 22:09:31
CUST00260,669,5,Need improvement in network quality.,2026-04-30 10:39:44
CUST00260,670,4,Excellent service.,2026-04-22 18:39:13
CUST00261,672,3,Installation completed on time.,2026-02-16 03:48:35
CUST00261,673,4,Need improvement in network quality.,2025-12-23 15:43:25
CUST00262,677,4,Installation completed on time.,2025-01-01 05:37:35
CUST00263,678,4,Need improvement in network quality.,2026-06-24 04:12:13
CUST00263,680,3,Frequent call drops.,2026-06-07 00:32:38
CUST00264,682,5,Good network coverage.,2025-06-17 16:54:05
CUST00264,683,5,Engineer was professional.,2026-01-30 08:05:25
CUST00265,687,4,Internet speed is satisfactory.,2026-06-11 13:53:56
CUST00267,693,4,Excellent service.,2025-11-23 23:24:15
CUST00267,694,4,Excellent service.,2026-05-31 16:54:42
CUST00268,696,5,Excellent service.,2026-06-23 22:18:47
CUST00269,697,3,Excellent service.,2025-01-24 19:04:33
CUST00269,698,4,Customer support was helpful.,2026-02-04 15:58:28
CUST00269,700,4,Engineer was professional.,2025-06-12 23:14:35
CUST00270,701,5,Excellent service.,2026-03-18 18:00:51
CUST00271,704,5,Excellent service.,2026-04-08 22:53:21
CUST00272,707,4,Customer support was helpful.,2026-03-15 19:35:55
CUST00272,708,4,Frequent call drops.,2026-02-24 19:18:43
CUST00273,709,5,Installation completed on time.,2026-06-21 00:21:58
CUST00273,712,5,Very satisfied with the service.,2025-06-18 08:41:40
CUST00274,713,3,Engineer was professional.,2026-02-05 07:12:26
CUST00274,714,3,Excellent service.,2026-06-13 01:08:36
CUST00274,715,3,Good network coverage.,2026-06-26 08:17:56
CUST00275,718,4,Customer support was helpful.,2026-03-10 16:55:53
CUST00276,720,4,Need improvement in network quality.,2025-10-21 10:51:08
CUST00277,721,4,Excellent service.,2026-06-01 06:27:24
CUST00277,722,4,Customer support was helpful.,2026-04-24 05:31:32
CUST00277,723,5,Installation completed on time.,2026-05-25 00:33:59
CUST00278,724,4,Very satisfied with the service.,2026-04-27 04:14:29
CUST00279,726,4,Installation completed on time.,2026-04-09 04:41:01
CUST00279,728,4,Engineer was professional.,2025-05-09 03:45:05
CUST00281,731,3,Frequent call drops.,2026-03-11 06:49:17
CUST00281,732,4,Frequent call drops.,2026-01-18 17:29:27
CUST00284,735,3,Customer support was helpful.,2026-03-19 10:35:11
CUST00284,736,5,Frequent call drops.,2025-10-08 08:14:42
CUST00285,740,4,Need improvement in network quality.,2025-12-10 10:02:12
CUST00286,742,3,Very satisfied with the service.,2024-12-22 23:52:48
CUST00286,744,5,Engineer was professional.,2026-05-24 01:47:22
CUST00287,746,5,Good network coverage.,2025-01-03 17:38:59
CUST00287,748,3,Need improvement in network quality.,2026-05-06 22:26:31
CUST00288,749,3,Very satisfied with the service.,2026-01-09 19:07:38
CUST00289,751,5,Good network coverage.,2025-02-03 07:31:50
CUST00289,752,3,Frequent call drops.,2026-03-27 03:44:20
CUST00291,757,3,Good network coverage.,2026-01-21 02:01:07
CUST00292,758,4,Billing issue resolved quickly.,2025-04-11 10:21:45
CUST00292,759,3,Engineer was professional.,2026-04-30 04:29:15
CUST00293,761,5,Billing issue resolved quickly.,2026-06-25 06:07:12
CUST00293,762,5,Internet speed is satisfactory.,2026-05-03 21:30:24
CUST00293,763,5,Internet speed is satisfactory.,2026-06-10 12:00:20
CUST00294,765,4,Internet speed is satisfactory.,2025-09-11 18:28:13
CUST00295,767,4,Customer support was helpful.,2026-02-24 06:57:22
CUST00295,768,5,Billing issue resolved quickly.,2025-05-08 10:36:44
CUST00296,770,3,Billing issue resolved quickly.,2025-09-06 06:08:29
CUST00296,771,5,Very satisfied with the service.,2025-11-25 10:46:03
CUST00296,772,3,Billing issue resolved quickly.,2026-01-09 14:05:14
CUST00296,773,5,Need improvement in network quality.,2025-11-30 19:31:29
CUST00297,775,5,Billing issue resolved quickly.,2026-03-28 07:38:21
CUST00297,776,3,Need improvement in network quality.,2026-06-26 13:11:51
CUST00299,779,4,Engineer was professional.,2026-04-13 21:24:24
CUST00300,781,5,Customer support was helpful.,2026-06-28 13:46:56
CUST00301,783,4,Internet speed is satisfactory.,2025-04-10 04:06:17
CUST00302,784,3,Frequent call drops.,2025-11-23 23:35:51
CUST00302,785,4,Need improvement in network quality.,2026-01-13 17:46:41
CUST00302,786,5,Excellent service.,2026-03-29 04:13:31
CUST00303,787,4,Installation completed on time.,2026-06-29 10:34:44
CUST00303,788,5,Frequent call drops.,2025-05-10 19:56:27
CUST00303,789,5,Good network coverage.,2026-01-14 12:54:26
CUST00304,790,3,Excellent service.,2026-01-01 18:30:31
CUST00304,791,3,Need improvement in network quality.,2025-12-03 05:06:15
CUST00304,792,5,Frequent call drops.,2026-06-15 17:53:36
CUST00305,793,4,Customer support was helpful.,2025-04-17 17:26:25
CUST00305,794,3,Very satisfied with the service.,2024-12-24 23:12:11
CUST00305,795,5,Excellent service.,2026-06-25 19:22:23
CUST00305,796,3,Need improvement in network quality.,2025-06-03 14:47:24
CUST00306,797,3,Engineer was professional.,2025-10-07 02:56:36
CUST00307,799,3,Installation completed on time.,2026-05-21 20:03:16
CUST00308,800,5,Customer support was helpful.,2025-08-12 17:02:14
CUST00310,805,5,Engineer was professional.,2026-06-03 18:01:18
CUST00311,807,3,Internet speed is satisfactory.,2025-11-15 10:29:17
