customer_id,request_type,request_date,status,priority,assigned_to,resolution_date
CUST00012,SIM Replacement,2025-03-10 22:04:28,In Progress,High,Neha Verma,
CUST00012,SIM Activation,2026-01-02 04:23:08,In Progress,High,Rohit Rao,
CUST00013,Service Cancellation,2025-04-06 04:47:21,In Progress,High,Neha Verma,
CUST00013,Service Cancellation,2024-07-20 17:08:05,Closed,Low,Arjun Singh,2024-07-30 17:08:05
CUST00014,SIM Replacement,2025-05-28 18:30:53,Closed,Medium,Arjun Singh,2025-06-06 18:30:53
CUST00014,Plan Change,2025-12-18 08:14:47,Closed,Critical,Amit Kumar,2025-12-21 08:14:47
CUST00014,Plan Change,2025-06-08 07:45:50,Closed,Medium,Neha Verma,2025-06-17 07:45:50
CUST00015,SIM Replacement,2025-09-16 10:44:46,Open,Medium,Rahul Sharma,
CUST00015,Fiber Upgrade,2026-06-02 04:12:46,Resolved,Medium,Neha Verma,2026-06-11 04:12:46
CUST00016,SIM Activation,2026-06-20 22:49:20,Resolved,Low,Rohit Rao,2026-06-29 22:49:20
CUST00016,Broadband Installation,2025-08-11 01:13:36,Resolved,Low,Arjun Singh,2025-08-14 01:13:36
CUST00016,Fiber Upgrade,2026-06-22 15:38:50,Resolved,Low,Priya Reddy,2026-07-01 15:38:50
CUST00017,SIM Replacement,2024-08-01 02:28:42,Open,Low,Sneha Patel,
CUST00018,Address Update,2024-11-11 21:58:01,Resolved,Low,Priya Reddy,2024-11-20 21:58:01
CUST00018,Address Update,2024-07-06 21:08:39,Closed,High,Rahul Sharma,2024-07-15 21:08:39
CUST00019,Network Issue,2025-11-04 06:40:45,In Progress,Low,Rahul Sharma,
CUST00020,Bill Dispute,2026-05-05 02:57:14,In Progress,Critical,Kiran Das,
CUST00021,SIM Replacement,2026-02-11 02:51:44,In Progress,Medium,Priya Reddy,
CUST00022,Address Update,2026-02-25 05:29:12,In Progress,High,Kiran Das,
CUST00023,Broadband Installation,2024-08-30 20:34:38,Resolved,Low,Arjun Singh,2024-09-07 20:34:38
CUST00024,New Connection,2026-06-17 19:34:12,Open,High,Rahul Sharma,
CUST00025,New Connection,2025-12-14 15:24:12,In Progress,Critical,Amit Kumar,
CUST00025,Fiber Upgrade,2025-08-20 09:29:28,Resolved,High,Neha Verma,2025-08-27 09:29:28
CUST00025,Network Issue,2025-01-16 18:52:28,Resolved,High,Rahul Sharma,2025-01-18 18:52:28
CUST00025,Broadband Installation,2026-05-08 03:19:32,Closed,High,Priya Reddy,2026-05-15 03:19:32
CUST00026,Broadband Installation,2025-11-12 10:25:12,Closed,Critical,Rahul Sharma,2025-11-13 10:25:12
CUST00026,SIM Activation,2025-11-29 20:59:55,Closed,Low,Rohit Rao,2025-11-30 20:59:55
CUST00026,Bill Dispute,2024-07-12 06:26:14,Closed,High,Neha Verma,2024-07-21 06:26:14
CUST00026,New Connection,2024-12-16 18:00:25,Open,Critical,Neha Verma,
CUST00027,Bill Dispute,2026-06-01 23:16:19,In Progress,Medium,Amit Kumar,
CUST00027,Network Issue,2025-02-28 22:27:03,Open,Critical,Rahul Sharma,
CUST00027,Bill Dispute,2025-01-18 02:10:47,In Progress,Low,Sneha Patel,
CUST00028,SIM Activation,2026-06-03 01:37:03,Open,High,Amit Kumar,
CUST00028,Plan Change,2024-09-08 19:56:40,Open,Low,Sneha Patel,
CUST00028,Plan Change,2025-12-07 03:52:19,In Progress,Medium,Rohit Rao,
CUST00028,SIM Activation,2025-01-08 05:24:41,Closed,High,Priya Reddy,2025-01-11 05:24:41
CUST00029,SIM Replacement,2025-10-23 15:13:06,Closed,Medium,Sneha Patel,2025-10-29 15:13:06
CUST00029,New Connection,2025-10-12 11:36:34,In Progress,High,Neha Verma,
CUST00029,Broadband Installation,2024-11-14 10:09:30,Closed,Low,Kiran Das,2024-11-18 10:09:30
CUST00030,Network Issue,2025-04-08 01:10:35,Open,Medium,Rohit Rao,
CUST00030,Address Update,2024-09-19 19:46:34,Resolved,Medium,Neha Verma,2024-09-20 19:46:34
CUST00030,New Connection,2025-09-17 10:00:23,Closed,Medium,Kiran Das,2025-09-24 10:00:23
CUST00031,Network Issue,2025-07-25 13:38:05,Closed,High,Neha Verma,2025-08-01 13:38:05
CUST00031,Address Update,2026-04-24 18:53:50,Resolved,Low,Rahul Sharma,2026-05-01 18:53:50
CUST00032,SIM Replacement,2025-12-04 18:11:22,Closed,Critical,Priya Reddy,2025-12-09 18:11:22
CUST00033,Network Issue,2025-03-27 10:05:39,Open,Critical,Arjun Singh,
CUST00033,SIM Replacement,2024-10-25 01:07:23,Closed,Critical,Rohit Rao,2024-10-28 01:07:23
CUST00033,Broadband Installation,2026-03-11 08:11:03,Closed,Critical,Priya Reddy,2026-03-20 08:11:03
CUST00033,Plan Change,2026-04-21 15:30:47,Open,Critical,Amit Kumar,
CUST00034,New Connection,2024-11-13 01:18:38,In Progress,Critical,Neha Verma,
CUST00034,New Connection,2024-10-29 01:26:49,Closed,Low,Amit Kumar,2024-11-08 01:26:49
CUST00035,New Connection,2024-09-16 22:45:19,Resolved,Critical,Neha Verma,2024-09-24 22:45:19
CUST00035,New Connection,2026-06-27 12:03:21,Resolved,Low,Sneha Patel,2026-07-05 12:03:21
CUST00036,Bill Dispute,2024-11-26 02:52:01,Open,Medium,Kiran Das,
CUST00037,Address Update,2025-06-14 15:42:36,Closed,Medium,Sneha Patel,2025-06-19 15:42:36
CUST00038,New Connection,2024-12-04 15:35:18,In Progress,Medium,Priya Reddy,
CUST00038,Bill Dispute,2025-12-17 03:49:12,Open,High,Rohit Rao,
CUST00038,SIM Activation,2024-08-13 06:06:10,In Progress,Low,Sneha Patel,
CUST00038,Bill Dispute,2026-04-27 08:28:10,Resolved,Medium,Rohit Rao,2026-04-28 08:28:10
CUST00039,Plan Change,2026-05-15 17:19:00,In Progress,Low,Priya Reddy,
CUST00039,Service Cancellation,2024-11-09 02:09:04,Closed,High,Sneha Patel,2024-11-11 02:09:04
CUST00039,SIM Replacement,2026-05-01 22:21:02,Resolved,High,Rohit Rao,2026-05-07 22:21:02
CUST00040,Bill Dispute,2024-09-22 14:37:27,Closed,Low,Amit Kumar,2024-09-29 14:37:27
CUST00040,Service Cancellation,2024-10-22 10:28:16,Closed,Medium,Sneha Patel,2024-10-31 10:28:16
CUST00040,Fiber Upgrade,2025-03-02 01:46:36,In Progress,Medium,Priya Reddy,
CUST00040,SIM Activation,2026-05-30 08:37:42,Resolved,High,Rahul Sharma,2026-06-05 08:37:42
CUST00041,Network Issue,2025-08-22 12:21:36,Closed,Medium,Sneha Patel,2025-09-01 12:21:36
CUST00041,Bill Dispute,2025-12-14 19:49:16,In Progress,Medium,Rohit Rao,
CUST00041,SIM Replacement,2025-11-06 22:40:40,Resolved,Critical,Rahul Sharma,2025-11-12 22:40:40
CUST00042,SIM Replacement,2025-06-02 08:19:12,Open,High,Amit Kumar,
CUST00042,Fiber Upgrade,2025-02-21 11:07:03,Closed,Critical,Sneha Patel,2025-02-22 11:07:03
CUST00042,Fiber Upgrade,2026-01-05 20:26:52,Closed,Low,Rohit Rao,2026-01-10 20:26:52
CUST00042,Network Issue,2024-09-14 23:19:22,Open,Medium,Arjun Singh,
CUST00043,Broadband Installation,2025-09-21 06:04:50,In Progress,Critical,Kiran Das,
CUST00043,Fiber Upgrade,2025-07-20 16:19:16,Closed,Critical,Kiran Das,2025-07-24 16:19:16
CUST00043,Fiber Upgrade,2025-08-17 03:58:04,In Progress,Low,Amit Kumar,
CUST00044,SIM Replacement,2026-03-02 11:38:21,In Progress,Critical,Rohit Rao,
CUST00044,Network Issue,2024-12-24 03:32:40,Open,Low,Priya Reddy,
CUST00045,SIM Activation,2025-12-30 08:16:09,Closed,Medium,Arjun Singh,2026-01-03 08:16:09
CUST00046,Plan Change,2024-07-28 20:31:48,Open,Low,Rahul Sharma,
CUST00047,Bill Dispute,2025-12-14 14:34:39,In Progress,Critical,Sneha Patel,
CUST00048,Network Issue,2025-07-18 07:07:59,Resolved,Low,Neha Verma,2025-07-23 07:07:59
CUST00049,Broadband Installation,2026-02-18 22:45:05,In Progress,Medium,Neha Verma,
CUST00050,SIM Replacement,2024-12-04 09:44:50,Resolved,High,Kiran Das,2024-12-12 09:44:50
CUST00050,Service Cancellation,2025-11-27 05:15:31,Open,High,Kiran Das,
CUST00050,SIM Activation,2025-10-29 19:48:18,Resolved,High,Rohit Rao,2025-10-30 19:48:18
CUST00050,Plan Change,2025-09-20 19:50:53,Open,Critical,Sneha Patel,
CUST00051,SIM Activation,2026-03-27 22:22:49,Resolved,Low,Amit Kumar,2026-04-06 22:22:49
CUST00051,Fiber Upgrade,2025-08-23 10:53:58,Open,Medium,Sneha Patel,
CUST00051,Bill Dispute,2025-04-20 08:34:00,In Progress,Low,Amit Kumar,
CUST00051,Plan Change,2025-10-29 17:41:05,In Progress,Medium,Sneha Patel,
CUST00052,Service Cancellation,2025-03-14 18:02:13,In Progress,Medium,Sneha Patel,
CUST00052,Bill Dispute,2024-07-01 21:38:51,In Progress,Low,Rohit Rao,
CUST00052,Service Cancellation,2025-06-11 22:17:59,In Progress,High,Amit Kumar,
CUST00052,Address Update,2025-04-11 17:42:11,Open,Medium,Priya Reddy,
CUST00053,SIM Activation,2025-12-15 01:09:55,Resolved,Critical,Priya Reddy,2025-12-19 01:09:55
CUST00053,Fiber Upgrade,2025-01-10 09:37:28,Open,Medium,Rahul Sharma,
CUST00053,SIM Activation,2024-06-29 04:27:16,Resolved,Low,Neha Verma,2024-07-07 04:27:16
CUST00053,Plan Change,2024-12-22 15:55:17,Resolved,High,Arjun Singh,2024-12-23 15:55:17
CUST00054,Plan Change,2025-05-01 03:12:37,Closed,Critical,Sneha Patel,2025-05-09 03:12:37
CUST00054,Address Update,2025-11-10 10:00:00,Closed,High,Amit Kumar,2025-11-11 10:00:00
CUST00054,SIM Activation,2024-09-07 13:05:42,Closed,Critical,Kiran Das,2024-09-15 13:05:42
CUST00054,Bill Dispute,2024-08-06 19:06:53,Closed,High,Rohit Rao,2024-08-15 19:06:53
CUST00055,SIM Replacement,2024-11-01 09:08:54,Resolved,Medium,Rohit Rao,2024-11-03 09:08:54
CUST00055,Plan Change,2026-06-09 10:22:59,Closed,Medium,Kiran Das,2026-06-19 10:22:59
CUST00055,Broadband Installation,2026-03-10 08:06:12,Open,Critical,Kiran Das,
CUST00055,SIM Replacement,2024-10-18 22:48:05,Resolved,Low,Rahul Sharma,2024-10-27 22:48:05
CUST00056,Service Cancellation,2026-01-22 21:32:59,In Progress,Critical,Kiran Das,
CUST00056,SIM Activation,2025-07-18 02:41:39,In Progress,Critical,Amit Kumar,
CUST00057,SIM Replacement,2026-02-02 06:53:27,Open,Critical,Priya Reddy,
CUST00057,Address Update,2025-04-25 00:46:26,Closed,Low,Priya Reddy,2025-04-29 00:46:26
CUST00057,New Connection,2025-11-14 09:36:53,Resolved,Medium,Rahul Sharma,2025-11-18 09:36:53
CUST00057,Address Update,2024-07-15 04:56:05,Closed,Critical,Arjun Singh,2024-07-16 04:56:05
CUST00058,Fiber Upgrade,2025-05-11 18:06:01,Closed,Low,Sneha Patel,2025-05-13 18:06:01
CUST00059,Bill Dispute,2025-08-23 20:41:06,Closed,Critical,Neha Verma,2025-08-28 20:41:06
CUST00059,Bill Dispute,2024-11-20 10:10:04,Closed,Low,Amit Kumar,2024-11-26 10:10:04
CUST00059,SIM Replacement,2025-09-17 10:47:04,In Progress,Critical,Priya Reddy,
CUST00060,SIM Replacement,2025-06-05 19:02:11,Resolved,Critical,Priya Reddy,2025-06-15 19:02:11
CUST00061,Bill Dispute,2026-06-21 18:14:35,Open,High,Sneha Patel,
CUST00061,Fiber Upgrade,2024-07-24 12:56:33,Resolved,Medium,Kiran Das,2024-07-26 12:56:33
CUST00062,Bill Dispute,2026-05-22 09:26:12,Closed,Medium,Arjun Singh,2026-06-01 09:26:12
CUST00062,New Connection,2025-09-06 19:38:48,Open,Medium,Arjun Singh,
CUST00063,SIM Activation,2025-06-05 01:56:34,Open,Critical,Sneha Patel,
CUST00063,Service Cancellation,2025-01-17 15:51:22,In Progress,High,Rahul Sharma,
CUST00063,Bill Dispute,2025-10-26 05:37:27,Open,High,Arjun Singh,
CUST00064,Broadband Installation,2026-03-12 04:11:33,In Progress,Critical,Neha Verma,
CUST00064,Broadband Installation,2024-10-02 15:03:09,In Progress,Low,Arjun Singh,
CUST00065,SIM Replacement,2024-11-13 16:03:38,Resolved,Critical,Arjun Singh,2024-11-23 16:03:38
CUST00065,Bill Dispute,2024-09-11 19:22:09,In Progress,Low,Kiran Das,
CUST00065,SIM Replacement,2026-05-19 19:30:18,In Progress,Medium,Sneha Patel,
CUST00066,Bill Dispute,2025-09-28 14:47:32,In Progress,Critical,Rahul Sharma,
CUST00067,Broadband Installation,2025-01-26 00:49:14,In Progress,Low,Arjun Singh,
CUST00067,Address Update,2025-04-23 21:58:22,Closed,Critical,Rohit Rao,2025-04-28 21:58:22
CUST00067,New Connection,2024-11-07 11:43:20,Resolved,High,Arjun Singh,2024-11-14 11:43:20
CUST00068,Fiber Upgrade,2025-12-18 18:51:45,Closed,High,Arjun Singh,2025-12-23 18:51:45
CUST00068,Bill Dispute,2025-04-08 15:43:29,In Progress,Low,Rohit Rao,
CUST00069,New Connection,2025-04-13 17:13:05,Open,High,Rahul Sharma,
CUST00069,Fiber Upgrade,2024-12-26 16:00:55,In Progress,High,Rohit Rao,
CUST00069,New Connection,2025-08-09 18:41:17,Closed,Medium,Amit Kumar,2025-08-15 18:41:17
CUST00069,New Connection,2025-08-20 21:24:40,Resolved,High,Sneha Patel,2025-08-28 21:24:40
CUST00070,Bill Dispute,2025-10-10 11:09:31,In Progress,Medium,Neha Verma,
CUST00071,New Connection,2026-06-20 17:04:26,Resolved,Low,Priya Reddy,2026-06-21 17:04:26
CUST00072,Fiber Upgrade,2026-01-31 23:50:41,Open,High,Amit Kumar,
CUST00073,New Connection,2026-03-02 10:57:13,Closed,Low,Kiran Das,2026-03-12 10:57:13
CUST00073,Address Update,2024-10-03 08:27:35,Open,High,Rahul Sharma,
CUST00074,Network Issue,2025-07-18 00:08:50,Resolved,High,Kiran Das,2025-07-22 00:08:50
CUST00074,Fiber Upgrade,2026-01-30 01:54:48,In Progress,Critical,Sneha Patel,
CUST00074,Address Update,2025-12-09 16:20:18,Closed,Critical,Neha Verma,2025-12-13 16:20:18
CUST00075,SIM Activation,2026-01-07 04:43:40,In Progress,High,Amit Kumar,
CUST00075,Bill Dispute,2026-03-20 05:47:16,Resolved,Critical,Sneha Patel,2026-03-27 05:47:16
CUST00076,Bill Dispute,2024-10-18 12:18:06,Closed,High,Rohit Rao,2024-10-20 12:18:06
CUST00076,Fiber Upgrade,2025-12-29 02:05:41,Closed,High,Rohit Rao,2026-01-03 02:05:41
CUST00076,New Connection,2024-09-29 10:04:16,In Progress,Medium,Amit Kumar,
CUST00076,Address Update,2026-01-22 14:49:35,Resolved,Medium,Sneha Patel,2026-01-28 14:49:35
CUST00077,Broadband Installation,2024-07-11 19:10:00,Closed,Medium,Arjun Singh,2024-07-12 19:10:00
CUST00077,Broadband Installation,2026-01-10 10:00:12,Resolved,Medium,Rahul Sharma,2026-01-18 10:00:12
CUST00078,SIM Replacement,2025-11-07 23:45:18,Closed,Medium,Kiran Das,2025-11-09 23:45:18
CUST00078,Broadband Installation,2026-04-24 10:44:05,Open,Medium,Rohit Rao,
CUST00078,Network Issue,2025-05-18 14:58:03,Closed,High,Arjun Singh,2025-05-26 14:58:03
CUST00079,Bill Dispute,2025-12-26 20:29:01,Open,Low,Kiran Das,
CUST00079,Address Update,2025-11-04 14:34:59,Resolved,Medium,Rahul Sharma,2025-11-09 14:34:59
CUST00079,Broadband Installation,2025-11-12 07:17:06,Closed,High,Neha Verma,2025-11-22 07:17:06
CUST00080,Fiber Upgrade,2024-07-05 08:21:06,Closed,High,Arjun Singh,2024-07-07 08:21:06
CUST00080,Bill Dispute,2025-12-21 17:16:07,In Progress,Medium,Kiran Das,
CUST00080,Fiber Upgrade,2025-05-07 01:36:24,Closed,Critical,Sneha Patel,2025-05-15 01:36:24
CUST00081,SIM Replacement,2025-03-26 13:03:36,Resolved,High,Neha Verma,2025-04-03 13:03:36
CUST00081,Address Update,2024-11-07 12:36:11,In Progress,Critical,Rahul Sharma,
CUST00082,Broadband Installation,2025-04-11 00:02:07,Resolved,Medium,Sneha Patel,2025-04-21 00:02:07
CUST00082,Bill Dispute,2025-09-30 00:17:44,Closed,Medium,Sneha Patel,2025-10-07 00:17:44
CUST00082,New Connection,2025-07-08 15:26:36,Closed,Medium,Arjun Singh,2025-07-12 15:26:36
CUST00083,Broadband Installation,2025-09-05 02:53:06,Open,Low,Priya Reddy,
CUST00083,Broadband Installation,2024-11-05 07:43:15,Closed,High,Sneha Patel,2024-11-07 07:43:15
CUST00084,Network Issue,2026-01-05 07:52:38,Resolved,Low,Neha Verma,2026-01-09 07:52:38
CUST00085,Broadband Installation,2026-01-16 17:11:31,Resolved,Medium,Priya Reddy,2026-01-20 17:11:31
CUST00085,Fiber Upgrade,2024-07-07 21:40:04,Open,High,Neha Verma,
CUST00086,Service Cancellation,2025-03-14 22:33:08,Open,High,Kiran Das,
CUST00087,Fiber Upgrade,2025-04-12 23:22:23,Closed,Medium,Kiran Das,2025-04-21 23:22:23
CUST00087,Broadband Installation,2026-06-20 05:28:55,Open,Critical,Priya Reddy,
CUST00088,Network Issue,2025-07-23 11:11:39,In Progress,High,Rohit Rao,
CUST00088,Network Issue,2024-10-07 19:43:31,Closed,Critical,Kiran Das,2024-10-10 19:43:31
CUST00088,Service Cancellation,2025-09-19 19:24:46,Resolved,Medium,Rahul Sharma,2025-09-28 19:24:46
CUST00088,SIM Activation,2025-01-03 12:46:50,Closed,High,Rahul Sharma,2025-01-13 12:46:50
CUST00089,Broadband Installation,2026-04-14 18:10:17,Resolved,Medium,Rohit Rao,2026-04-16 18:10:17
CUST00090,New Connection,2024-07-22 05:19:06,Open,Low,Rahul Sharma,
CUST00090,Bill Dispute,2025-05-26 05:14:20,Resolved,Medium,Rahul Sharma,2025-06-03 05:14:20
CUST00090,Network Issue,2024-08-10 20:15:24,Resolved,High,Arjun Singh,2024-08-11 20:15:24
CUST00090,New Connection,2026-03-02 05:52:23,Open,Medium,Neha Verma,
CUST00091,Network Issue,2025-07-30 16:53:12,Resolved,Low,Priya Reddy,2025-08-02 16:53:12
CUST00091,Fiber Upgrade,2024-10-19 19:55:13,Open,High,Arjun Singh,
CUST00091,SIM Replacement,2024-07-26 17:25:18,In Progress,Critical,Kiran Das,
CUST00092,SIM Activation,2025-01-16 11:02:48,In Progress,Low,Rohit Rao,
CUST00092,Address Update,2025-07-03 22:12:37,Resolved,Medium,Rahul Sharma,2025-07-09 22:12:37
CUST00092,Address Update,2025-02-27 12:55:15,Resolved,Critical,Rahul Sharma,2025-03-04 12:55:15
CUST00092,SIM Replacement,2025-03-01 22:53:48,In Progress,Critical,Arjun Singh,
CUST00093,Bill Dispute,2024-10-04 15:04:32,Closed,Critical,Rahul Sharma,2024-10-09 15:04:32
CUST00094,Bill Dispute,2024-09-05 14:50:51,Resolved,Medium,Kiran Das,2024-09-11 14:50:51
CUST00094,New Connection,2025-10-07 20:09:13,Closed,Low,Amit Kumar,2025-10-12 20:09:13
CUST00094,SIM Activation,2024-10-05 02:20:39,In Progress,Medium,Kiran Das,
CUST00095,SIM Replacement,2024-12-10 19:56:30,In Progress,Medium,Rahul Sharma,
CUST00095,New Connection,2026-02-13 02:51:21,Open,High,Rohit Rao,
CUST00095,Fiber Upgrade,2025-02-15 08:06:47,In Progress,Critical,Amit Kumar,
CUST00096,Network Issue,2025-05-19 08:14:03,Closed,High,Sneha Patel,2025-05-28 08:14:03
CUST00096,Broadband Installation,2024-09-17 02:17:55,In Progress,Low,Rahul Sharma,
CUST00096,Plan Change,2024-10-21 09:53:31,Resolved,Medium,Sneha Patel,2024-10-24 09:53:31
CUST00097,Broadband Installation,2026-04-12 10:45:35,Open,High,Priya Reddy,
CUST00097,SIM Replacement,2024-08-16 15:53:41,Closed,Low,Kiran Das,2024-08-17 15:53:41
CUST00097,Fiber Upgrade,2025-05-22 20:00:51,Open,High,Arjun Singh,
CUST00098,Plan Change,2026-05-01 05:13:17,In Progress,Critical,Amit Kumar,
CUST00098,Broadband Installation,2025-04-26 03:38:08,In Progress,Medium,Kiran Das,
CUST00098,Plan Change,2025-01-13 02:23:06,Closed,Critical,Arjun Singh,2025-01-21 02:23:06
CUST00098,SIM Activation,2025-10-14 10:31:04,Resolved,Medium,Neha Verma,2025-10-24 10:31:04
CUST00099,Network Issue,2025-02-15 20:01:20,Closed,Medium,Rahul Sharma,2025-02-19 20:01:20
CUST00100,Address Update,2025-02-12 08:24:49,Open,Critical,Priya Reddy,
CUST00101,New Connection,2024-12-22 19:32:35,Closed,Medium,Rahul Sharma,2025-01-01 19:32:35
CUST00101,Service Cancellation,2024-11-18 11:50:05,Resolved,Medium,Neha Verma,2024-11-22 11:50:05
CUST00101,SIM Activation,2026-03-15 02:46:20,Closed,High,Neha Verma,2026-03-24 02:46:20
CUST00102,Address Update,2025-05-02 00:49:36,In Progress,Low,Rahul Sharma,
CUST00102,Bill Dispute,2026-05-30 05:08:56,Closed,High,Rahul Sharma,2026-06-09 05:08:56
CUST00102,Broadband Installation,2025-04-15 19:03:59,In Progress,Medium,Amit Kumar,
CUST00102,New Connection,2025-05-03 14:08:34,Closed,Low,Neha Verma,2025-05-06 14:08:34
CUST00103,Fiber Upgrade,2025-03-22 05:54:04,Resolved,Medium,Kiran Das,2025-03-24 05:54:04
CUST00103,Address Update,2025-01-01 13:42:12,Closed,High,Rohit Rao,2025-01-05 13:42:12
CUST00103,Bill Dispute,2025-07-23 20:57:31,Open,High,Kiran Das,
CUST00103,Service Cancellation,2025-04-04 03:17:55,In Progress,Critical,Priya Reddy,
CUST00104,Plan Change,2025-01-09 14:31:25,Open,Low,Arjun Singh,
CUST00105,Plan Change,2025-02-12 18:26:51,In Progress,High,Kiran Das,
CUST00105,Service Cancellation,2025-03-29 08:46:04,Resolved,Low,Rahul Sharma,2025-04-08 08:46:04
CUST00106,SIM Activation,2025-01-11 05:11:47,Open,High,Priya Reddy,
CUST00106,Bill Dispute,2026-06-17 04:19:42,In Progress,Medium,Amit Kumar,
CUST00107,Bill Dispute,2025-11-13 11:53:18,Closed,Medium,Kiran Das,2025-11-15 11:53:18
CUST00107,Address Update,2024-12-05 01:16:07,Open,Critical,Arjun Singh,
CUST00107,Fiber Upgrade,2026-01-25 07:00:30,Closed,Medium,Rohit Rao,2026-02-03 07:00:30
CUST00107,SIM Activation,2025-03-28 10:57:59,Resolved,Low,Amit Kumar,2025-04-03 10:57:59
CUST00108,Network Issue,2024-07-22 23:43:15,Open,Medium,Arjun Singh,
CUST00109,Network Issue,2026-03-19 03:48:42,In Progress,High,Arjun Singh,
CUST00109,Broadband Installation,2025-02-26 04:42:55,Resolved,Medium,Sneha Patel,2025-03-08 04:42:55
CUST00109,SIM Replacement,2024-09-05 06:17:09,Resolved,Medium,Sneha Patel,2024-09-12 06:17:09
CUST00109,Bill Dispute,2025-06-07 17:41:00,In Progress,Medium,Amit Kumar,
CUST00110,Address Update,2025-01-11 05:51:23,Open,High,Sneha Patel,
CUST00110,Plan Change,2024-11-09 15:28:32,Closed,Medium,Arjun Singh,2024-11-12 15:28:32
CUST00110,Plan Change,2025-05-25 23:25:17,Closed,Medium,Neha Verma,2025-05-31 23:25:17
CUST00111,Bill Dispute,2026-06-16 09:17:00,In Progress,Medium,Sneha Patel,
CUST00112,SIM Activation,2025-01-03 15:21:55,Closed,Low,Neha Verma,2025-01-09 15:21:55
CUST00112,Plan Change,2025-03-02 20:59:20,Open,Critical,Kiran Das,
CUST00112,SIM Activation,2024-12-22 06:44:47,In Progress,Medium,Arjun Singh,
CUST00113,Plan Change,2025-08-26 09:39:39,In Progress,Critical,Rohit Rao,
CUST00113,Bill Dispute,2024-11-08 21:30:46,Resolved,Critical,Kiran Das,2024-11-13 21:30:46
CUST00113,Bill Dispute,2025-12-24 10:54:57,Closed,High,Priya Reddy,2025-12-28 10:54:57
CUST00113,Bill Dispute,2025-09-05 17:03:58,Closed,Low,Priya Reddy,2025-09-08 17:03:58
CUST00114,Plan Change,2026-01-19 00:04:46,Resolved,Critical,Sneha Patel,2026-01-28 00:04:46
CUST00114,Broadband Installation,2025-12-15 03:09:11,Open,Critical,Kiran Das,
CUST00114,Address Update,2025-07-13 20:53:04,Closed,Low,Kiran Das,2025-07-15 20:53:04
CUST00115,Network Issue,2025-04-06 04:32:51,In Progress,Low,Rohit Rao,
CUST00115,Fiber Upgrade,2024-09-28 13:46:07,Resolved,Critical,Kiran Das,2024-10-04 13:46:07
CUST00115,SIM Activation,2026-04-08 05:12:55,Closed,High,Priya Reddy,2026-04-16 05:12:55
